0,3215.3,3.0595e+05,11.55,5130.2
7.3053e-08,3216.5,3.0659e+05,11.7,5200.1
1.4611e-07,3212.6,3.062e+05,11.95,5301.9
2.9221e-07,3217.7,3.0676e+05,11.35,5041.2
5.8443e-07,3218.4,3.0687e+05,11.6,5136.9
7.3053e-07,3217.6,3.0678e+05,11.45,5080.5
1.4611e-06,3216.5,3.0679e+05,11.95,5301.9
2.9221e-06,3221,3.0751e+05,12.5,5547.4
5.8443e-06,3220.6,3.0778e+05,13.65,6060.9
7.3053e-06,3218.6,3.0771e+05,15,6636.9
1.4611e-05,3205.2,3.0667e+05,28.6,12720
2.9221e-05,3180,3.0566e+05,41.15,18395
5.8443e-05,3189.9,3.0989e+05,41,18331
7.3053e-05,3179.2,3.1071e+05,41.5,18578
0.00014611,2949.5,2.9687e+05,99.15,44560
0.00029221,1901.4,1.9923e+05,395.45,1.7808e+05
0.00058443,1684.2,1.81e+05,446.4,2.0086e+05
0.00073053,1665.7,1.7993e+05,448.75,2.0186e+05
0.0014611,1662.8,1.8083e+05,446.25,2.0069e+05
0.0029221,1652.8,1.8051e+05,446.7,2.009e+05
0.0073053,1636.4,1.7914e+05,449.3,2.0222e+05
0.073053,1631.6,1.7886e+05,450.35,2.0265e+05
